congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
118,1820,PN1820,congress.gov_api,2025,7,2024-06-13,2025-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Securities and Exchange Commission,Securities and Exchange Commission,"Caroline A. Crenshaw, of the District of Columbia, to be a Member of the Securities and Exchange Commission for a term expiring June 5, 2029.  (Reappointment)",
118,1839,PN1839,congress.gov_api,2025,7,2024-06-18,2025-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Board of Directors of the State Justice Institute,State Justice Institute,"LeKresha R. Moultrie, of Delaware, to be a Member of the Board of Directors of the State Justice Institute for a term expiring September 17, 2024, vice Hernan D. Vera, term expired.",
118,1948,PN1948,congress.gov_api,2025,7,2024-07-11,2025-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Commissioner of the Commodity Futures Trading Commission,Commodity Futures Trading Commission,"Julie Brinn Siegel, of the District of Columbia, to be a Commissioner of the Commodity Futures Trading Commission for a term expiring April 13, 2029, vice Christy Goldsmith Romero, term expired.",
118,1840,PN1840,congress.gov_api,2025,7,2024-06-18,2025-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Board of Directors of the State Justice Institute,State Justice Institute,"LaKresha R. Moultrie, of Delaware, to be a Member of the Board of Directors of the State Justice Institute for a term expiring September 17, 2027.  (Reappointment)",
118,2036,PN2036,congress.gov_api,2025,7,2024-09-09,2025-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Representative of the United States of America to the Session of the General Assembly of the United Nations,United Nations,"Michael Trager, of the District of Columbia, to be a Representative of the United States of America to the Seventy-ninth Session of the General Assembly of the United Nations.",
118,2243,PN2243,congress.gov_api,2025,7,2024-11-14,2025-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Board of Directors of the State Justice Institute,State Justice Institute,"Devin S. Anderson, of Utah, to be a Member of the Board of Directors of the State Justice Institute for a term expiring September 17, 2025, vice Marsha J. Rabiteau, term expired.",
118,2244,PN2244,congress.gov_api,2025,7,2024-11-18,2024-12-20,Confirmed by the Senate by Yea-Nay Vote. 49 - 47. Record Vote Number: 330.,,United States District Judge for the Southern District of California,The Judiciary,"Benjamin J. Cheeks, of California, to be United States District Judge for the Southern District of California, vice Gonzalo P. Curiel, retired.",CA-S
118,2245,PN2245,congress.gov_api,2025,7,2024-11-18,2024-12-20,Confirmed by the Senate by Yea-Nay Vote. 49 - 47. Record Vote Number: 332.,,United States District Judge for the Central District of California,The Judiciary,"Serena Raquel Murillo, of California, to be United States District Judge for the Central District of California, vice Cormac J. Carney, retired.",CA-C
118,1904,PN1904,congress.gov_api,2025,7,2024-07-08,2024-12-12,Received message of withdrawal of nomination from the President.,,United States Circuit Judge for the Fourth Circuit,The Judiciary,"Ryan Young Park, of North Carolina, to be United States Circuit Judge for the Fourth Circuit, vice James A. Wynn, Jr., retiring.",
118,1827,PN1827,congress.gov_api,2025,7,2024-06-13,2024-12-11,Confirmed by the Senate by Yea-Nay Vote. 50 - 47. Record Vote Number: 321.,,United States District Judge for the Northern District of California,The Judiciary,"Noel Wise, of California, to be United States District Judge for the Northern District of California, vice Edward J. Davila, retiring.",CA-N
118,1650,PN1650,congress.gov_api,2025,7,2024-04-30,2024-12-10,Confirmed by the Senate by Yea-Nay Vote. 49 - 47. Record Vote Number: 319.,,United States District Judge for the Central District of California,The Judiciary,"Cynthia Valenzuela Dixon, of California, to be United States District Judge for the Central District of California, vice Philip S. Gutierrez, retiring.",CA-C
118,2017,PN2017,congress.gov_api,2025,7,2024-07-31,2024-12-10,Confirmed by the Senate by Yea-Nay Vote. 49 - 48. Record Vote Number: 318.,,United States District Judge for the Middle District of Pennsylvania,The Judiciary,"Keli Marie Neary, of Pennsylvania, to be United States District Judge for the Middle District of Pennsylvania, vice Christopher C. Conner, retiring.",PA-M
118,2016,PN2016,congress.gov_api,2025,7,2024-07-31,2024-12-09,Confirmed by the Senate by Yea-Nay Vote. 48 - 44. Record Vote Number: 317.,,United States District Judge for the Northern District of Georgia,The Judiciary,"Tiffany Rene Johnson, of Georgia, to be United States District Judge for the Northern District of Georgia, vice Steve C. Jones, retiring.",GA-N
118,2040,PN2040,congress.gov_api,2025,7,2024-09-09,2024-12-05,Confirmed by the Senate by Yea-Nay Vote. 52 - 45. Record Vote Number: 314.,,United States District Judge for the District of New Mexico,The Judiciary,"Sarah Morgan Davenport, of New Mexico, to be United States District Judge for the District of New Mexico, vice William P. Johnson, retiring.",NM-None
118,2039,PN2039,congress.gov_api,2025,7,2024-09-09,2024-12-04,Confirmed by the Senate by Yea-Nay Vote. 52 - 45. Record Vote Number: 312.,,United States District Judge for the Northern District of New York,The Judiciary,"Elizabeth C. Coombe, of New York, to be United States District Judge for the Northern District of New York, vice Glenn T. Suddaby, retired.",NY-N
118,2015,PN2015,congress.gov_api,2025,7,2024-07-31,2024-12-04,Confirmed by the Senate by Yea-Nay Vote. 50 - 49. Record Vote Number: 310.,,United States District Judge for the Northern District of New York,The Judiciary,"Anthony J. Brindisi, of New York, to be United States District Judge for the Northern District of New York, vice David N. Hurd, retiring.",NY-N
118,1806,PN1806,congress.gov_api,2025,7,2024-06-04,2024-12-03,Confirmed by the Senate by Yea-Nay Vote. 50 - 48. Record Vote Number: 307.,,United States District Judge for the Eastern District of Pennsylvania,The Judiciary,"Catherine Henry, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Edward G. Smith, deceased.",PA-E
118,1463,PN1463,congress.gov_api,2025,7,2024-02-27,2024-12-03,Confirmed by the Senate by Yea-Nay Vote. 50 - 48. Record Vote Number: 306.,,United States District Judge for the District of Columbia,The Judiciary,"Sparkle L. Sooknanan, of the District of Columbia, to be United States District Judge for the District of Columbia, vice Florence Y. Pan, elevated.",
118,1905,PN1905,congress.gov_api,2025,7,2024-07-08,2024-12-03,Confirmed by the Senate by Yea-Nay Vote. 50 - 48. Record Vote Number: 308.,,United States District Judge for the Eastern District of Pennsylvania,The Judiciary,"Gail A. Weilheimer, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Gene E. K. Pratter, deceased.",PA-E
118,1577,PN1577,congress.gov_api,2025,7,2024-03-21,2024-12-02,Confirmed by the Senate by Yea-Nay Vote. 47 - 45. Record Vote Number: 305.,,United States District Judge for the District of Massachusetts,The Judiciary,"Brian Edward Murphy, of Massachusetts, to be United States District Judge for the District of Massachusetts, vice Patti B. Saris, retiring.",MA-None
118,1651,PN1651,congress.gov_api,2025,7,2024-04-30,2024-12-02,Confirmed by the Senate by Yea-Nay Vote. 48 - 43. Record Vote Number: 304.,,United States District Judge for the Central District of California,The Judiciary,"Anne Hwang, of California, to be United States District Judge for the Central District of California, vice George H. Wu, retired.",CA-C
118,2041,PN2041,congress.gov_api,2025,7,2024-09-09,2024-11-21,Confirmed by the Senate by Yea-Nay Vote. 82 - 12. Record Vote Number: 303.,,United States District Judge for the District of Arizona,The Judiciary,"Sharad Harshad Desai, of Arizona, to be United States District Judge for the District of Arizona, vice G. Murray Snow, retiring.",AZ-None
118,1402,PN1402,congress.gov_api,2025,7,2024-02-01,2024-11-20,Confirmed by the Senate by Yea-Nay Vote. 50 - 49. Record Vote Number: 291.,,United States District Judge for the District of Columbia,The Judiciary,"Amir H. Ali, of the District of Columbia, to be United States District Judge for the District of Columbia, vice Beryl Alaine Howell, retiring.",
118,1573,PN1573,congress.gov_api,2025,7,2024-03-21,2024-11-20,Confirmed by the Senate by Yea-Nay Vote. 50 - 48. Record Vote Number: 289.,,United States District Judge for the Eastern District of Washington,The Judiciary,"Rebecca L. Pennell, of Washington, to be United States District Judge for the Eastern District of Washington, vice Salvador Mendoza, Jr., elevated.",WA-E
118,1253,PN1253,congress.gov_api,2025,7,2024-01-08,2024-11-19,Confirmed by the Senate by Yea-Nay Vote. 50 - 44. Record Vote Number: 287.,,United States District Judge for the District of Connecticut,The Judiciary,"Sarah French Russell, of Connecticut, to be United States District Judge for the District of Connecticut, vice Sarah A.L. Merriam, elevated.",CT-None
118,1244,PN1244,congress.gov_api,2025,7,2024-01-08,2024-11-19,Confirmed by the Senate by Yea-Nay Vote. 51 - 44. Record Vote Number: 285.,,United States District Judge for the District of Oregon,The Judiciary,"Mustafa Taher Kasubhai, of Oregon, to be United States District Judge for the District of Oregon, vice Ann L. Aiken, retired.",OR-None
118,1749,PN1749,congress.gov_api,2025,7,2024-05-14,2024-11-18,Confirmed by the Senate by Yea-Nay Vote. 49 - 45. Record Vote Number: 264.,,United States Circuit Judge for the Eleventh Circuit,The Judiciary,"Embry J. Kidd, of Florida, to be United States Circuit Judge for the Eleventh Circuit, vice Charles R. Wilson, retiring.",
118,1744,PN1744,congress.gov_api,2025,7,2024-05-09,2024-11-14,Confirmed by the Senate by Yea-Nay Vote. 59 - 37. Record Vote Number: 261.,,Judge of the United States Tax Court,United States Tax Court,"Cathy Fung, of California, to be a Judge of the United States Tax Court for a term of fifteen years, vice Joseph H. Gale, retired.",
118,1903,PN1903,congress.gov_api,2025,7,2024-07-08,2024-11-13,Confirmed by the Senate by Yea-Nay Vote. 50 - 46. Record Vote Number: 258.,,United States District Judge for the Central District of Illinois,The Judiciary,"Jonathan E. Hawley, of Illinois, to be United States District Judge for the Central District of Illinois, vice James E. Shadid, retiring.",IL-C
118,1960,PN1960,congress.gov_api,2025,7,2024-07-11,2024-11-12,Confirmed by the Senate by Yea-Nay Vote. 51 - 44. Record Vote Number: 256.,,United States District Judge for the Northern District of Illinois,The Judiciary,"April M. Perry, of Illinois, to be United States District Judge for the Northern District of Illinois, vice Nancy L. Maldonado, elevated.",IL-N
118,1743,PN1743,congress.gov_api,2025,7,2024-05-09,2024-09-25,Confirmed by the Senate by Voice Vote.,,Judge of the United States Tax Court,United States Tax Court,"Jeffrey Samuel Arbeit, of the District of Columbia, to be a Judge of the United States Tax Court for a term of fifteen years, vice Michael B. Thornton, resigned.",
118,1745,PN1745,congress.gov_api,2025,7,2024-05-09,2024-09-25,Confirmed by the Senate by Voice Vote.,,Judge of the United States Tax Court,United States Tax Court,"Benjamin A. Guider III, of Louisiana, to be a Judge of the United States Tax Court for a term of fifteen years, vice Richard T. Morrison, term expired.",
